A;RTSALEDATA;085;20230508 01:08;VALNET;;;;;;;;;;;;;;;;;;;
B;085;723464;11;20230508 01:08;;12;38;CENTENNIAL AVE;LANE COVE;2066;;;20230323;20230504;790000;;R;RESIDENCE;4;;;0;AT60294
C;085;723464;11;20230508 01:08;4/SP1804;;;;;;;;;;;;;;;;;;
D;085;723464;11;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;723464;11;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;085;723464;11;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;722579;12;20230508 01:08;;10;97;BURNS BAY RD;LANE COVE;2066;;;20230323;20230504;800000;;R;RESIDENCE;10;;;0;AT58068
C;085;722579;12;20230508 01:08;10/SP1420;;;;;;;;;;;;;;;;;;
D;085;722579;12;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;722579;12;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;722579;12;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;722579;13;20230508 01:08;;10;97;BURNS BAY RD;LANE COVE;2066;;;20230323;20230504;800000;;R;RESIDENCE;32;;;0;AT58068
C;085;722579;13;20230508 01:08;32/SP1420;;;;;;;;;;;;;;;;;;
D;085;722579;13;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;722579;13;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;722579;13;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;722777;14;20230508 01:08;;36;127;BURNS BAY RD;LANE COVE;2066;;;20230317;20230428;1350000;;R;RESIDENCE;36;;;0;AT45428
C;085;722777;14;20230508 01:08;36/SP5279;;;;;;;;;;;;;;;;;;
D;085;722777;14;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;722777;14;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;722777;14;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;085;722777;14;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;726678;15;20230508 01:08;;6;11;HOWARTH RD;LANE COVE NORTH;2066;;;20230321;20230502;620000;;R;RESIDENCE;6;;;0;AT53833
C;085;726678;15;20230508 01:08;6/SP150;;;;;;;;;;;;;;;;;;
D;085;726678;15;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;726678;15;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;726678;15;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;726838;16;20230508 01:08;;31;4;HUXTABLE AVE;LANE COVE NORTH;2066;;;20230322;20230503;820000;;R;RESIDENCE;31;;;0;AT55957
C;085;726838;16;20230508 01:08;31/SP5122;;;;;;;;;;;;;;;;;;
D;085;726838;16;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;726838;16;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;726838;16;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;085;726838;16;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;3323075;17;20230508 01:08;;62;194;PACIFIC HWY;GREENWICH;2065;;;20220705;20230503;206000;;R;RESIDENCE;62;;;0;AT55307
C;085;3323075;17;20230508 01:08;62/SP79099;;;;;;;;;;;;;;;;;;
D;085;3323075;17;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;3323075;17;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;085;3323075;17;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;4391476;18;20230508 01:08;;2802;500;PACIFIC HWY;ST LEONARDS;2065;174;M;20230404;20230502;2100000;;R;RESIDENCE;223;;;0;AT52990
C;085;4391476;18;20230508 01:08;223/SP102041;;;;;;;;;;;;;;;;;;
D;085;4391476;18;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;4391476;18;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;4391476;18;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;085;4391476;18;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;4391476;19;20230508 01:08;;3502;500;PACIFIC HWY;ST LEONARDS;2065;216;M;20220606;20230428;3050000;;R;RESIDENCE;297;;;0;AT46045
C;085;4391476;19;20230508 01:08;297/SP102041;;;;;;;;;;;;;;;;;;
D;085;4391476;19;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;4391476;19;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;4391476;19;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;4464183;20;20230508 01:08;;3609;88 A;CHRISTIE ST;ST LEONARDS;2065;106;M;20230215;20230428;2556920;;R;RESIDENCE;355;;;0;AT45057
C;085;4464183;20;20230508 01:08;355/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;20;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;4464183;20;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;4464183;21;20230508 01:08;;1906;88 B;CHRISTIE ST;ST LEONARDS;2065;61;M;20230228;20230501;1044000;;R;RESIDENCE;596;;;0;AT50274
C;085;4464183;21;20230508 01:08;596/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;21;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;4464183;21;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;4464183;22;20230508 01:08;;2305;88 B;CHRISTIE ST;ST LEONARDS;2065;105;M;20230316;20230503;1842030;;R;RESIDENCE;623;;;0;AT57533
C;085;4464183;22;20230508 01:08;623/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;22;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;4464183;22;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;4464183;23;20230508 01:08;;201;88 A;CHRISTIE ST;ST LEONARDS;2065;118;M;20230405;20230503;1482000;;R;RESIDENCE;9;;;0;AT57525
C;085;4464183;23;20230508 01:08;9/SP104770;;;;;;;;;;;;;;;;;;
D;085;4464183;23;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;4464183;23;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;3865285;24;20230508 01:08;;105 B;7;CENTENNIAL AVE;LANE COVE NORTH;2066;261;M;20230320;20230501;1990000;;R;RESIDENCE;77;;;0;AT47341
C;085;3865285;24;20230508 01:08;77/SP91534;;;;;;;;;;;;;;;;;;
D;085;3865285;24;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;3865285;24;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;3865285;24;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;085;3865285;24;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;3967452;25;20230508 01:08;;302;9;BIRDWOOD AVE;LANE COVE;2066;73;M;20230322;20230503;678000;;R;RESIDENCE;28;;;0;AT55822
C;085;3967452;25;20230508 01:08;28/SP94267;;;;;;;;;;;;;;;;;;
D;085;3967452;25;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;3967452;25;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;085;3967452;25;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;3894161;26;20230508 01:08;;608;8;WATERVIEW DR;LANE COVE;2066;67;M;20230406;20230428;650000;;R;RESIDENCE;72;;;0;AT42397
C;085;3894161;26;20230508 01:08;72/SP92334;;;;;;;;;;;;;;;;;;
D;085;3894161;26;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;3894161;26;20230508 01:08;V;;;;;;;;;;;;;;;;;;
D;085;3894161;26;20230508 01:08;V;;;;;;;;;;;;;;;;;;
B;085;3894161;27;20230508 01:08;;205;9;WATERVIEW DR;LANE COVE;2066;96;M;20230323;20230504;785000;;R;RESIDENCE;105;;;0;AT58040
C;085;3894161;27;20230508 01:08;105/SP92334;;;;;;;;;;;;;;;;;;
D;085;3894161;27;20230508 01:08;P;;;;;;;;;;;;;;;;;;
D;085;3894161;27;20230508 01:08;V;;;;;;;;;;;;;;;;;;
Z;128;27;27;72;;;;;;;;;;;;;;;;;;;
