A;RTSALEDATA;216;20230807 01:14;VALNET;;;;;;;;;;;;;;;;;;;
D;216;2267670;9;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2267674;10;20230807 01:14;;;7;DEAKIN CL;SPRINGWOOD;2777;1124;M;20230701;20230731;908000;C4;R;RESIDENCE;;SPL;;0;AT310482
C;216;2267674;10;20230807 01:14;652/248936;;;;;;;;;;;;;;;;;;
D;216;2267674;10;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2267674;10;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2267674;10;20230807 01:14;V;;;;;;;;;;;;;;;;;;
D;216;2267674;10;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2267758;11;20230807 01:14;;;24;EASTLEA AVE;SPRINGWOOD;2777;701.9;M;20230704;20230802;755000;R2;R;RESIDENCE;;SPD;;0;AT318422
C;216;2267758;11;20230807 01:14;45/25622;;;;;;;;;;;;;;;;;;
D;216;2267758;11;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2267758;11;20230807 01:14;V;;;;;;;;;;;;;;;;;;
D;216;2267758;11;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2268087;12;20230807 01:14;;;12;FERGUSON RD;SPRINGWOOD;2777;1255;M;20230619;20230802;1300000;R3;3;COMMERCIAL;;SWM;;0;AT319240
C;216;2268087;12;20230807 01:14;1/826909;;;;;;;;;;;;;;;;;;
D;216;2268087;12;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2268087;12;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2271069;13;20230807 01:14;;;176;RAILWAY PDE;WARRIMOO;2774;910.5;M;20230627;20230801;1030000;C4;R;RESIDENCE;;WAE;;0;AT316254
C;216;2271069;13;20230807 01:14;22/15565;;;;;;;;;;;;;;;;;;
D;216;2271069;13;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2271069;13;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2271069;13;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2255388;14;20230807 01:14;;;19;WOODLAND AVE;HAZELBROOK;2779;695.6;M;20230608;20230731;842000;R2;R;RESIDENCE;;HLD;;0;AT311022
C;216;2255388;14;20230807 01:14;213/220512;;;;;;;;;;;;;;;;;;
D;216;2255388;14;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2255388;14;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2255388;14;20230807 01:14;V;;;;;;;;;;;;;;;;;;
D;216;2255388;14;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2258020;15;20230807 01:14;;;113;KATOOMBA ST;KATOOMBA;2780;240.3;M;20230522;20230731;990000;E2;3;SHOP;;CCK;;0;AT311998
C;216;2258020;15;20230807 01:14;2/239909;;;;;;;;;;;;;;;;;;
D;216;2258020;15;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2258020;15;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2250575;16;20230807 01:14;;;7;MARTIN PL;FAULCONBRIDGE;2776;2460;M;20230509;20230801;1105188;C4;R;RESIDENCE;;FBE;;0;AT314917
C;216;2250575;16;20230807 01:14;51/5/8968;;;;;;;;;;;;;;;;;;
D;216;2250575;16;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2250575;16;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2250575;16;20230807 01:14;V;;;;;;;;;;;;;;;;;;
D;216;2250575;16;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2261204;17;20230807 01:14;;;41;SAYERS ST;LAWSON;2783;1226;M;20230704;20230803;780000;C4;R;RESIDENCE;;LAB;;0;AT323676
C;216;2261204;17;20230807 01:14;23/14659;;;;;;;;;;;;;;;;;;
D;216;2261204;17;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2261204;17;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2261204;17;20230807 01:14;V;;;;;;;;;;;;;;;;;;
D;216;2261204;17;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2258806;18;20230807 01:14;;;23;MERRIWA ST;KATOOMBA;2780;695.5;M;20230620;20230801;950000;R2;R;RESIDENCE;;KAT;;0;AT315441
C;216;2258806;18;20230807 01:14;9/656571;;;;;;;;;;;;;;;;;;
D;216;2258806;18;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2258806;18;20230807 01:14;V;;;;;;;;;;;;;;;;;;
D;216;2258806;18;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2264096;19;20230807 01:14;;;15;MARTIN PL;LINDEN;2778;668.7;M;20230508;20230731;895000;C4;R;RESIDENCE;;LIE;;0;AT310818
C;216;2264096;19;20230807 01:14;14/882109;;;;;;;;;;;;;;;;;;
D;216;2264096;19;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2264096;19;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2264096;19;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2266800;20;20230807 01:14;;;3;BAKER ST;SPRINGWOOD;2777;697.6;M;20230616;20230728;705000;C4;R;RESIDENCE;;SPL;;0;AT307427
C;216;2266800;20;20230807 01:14;575/248936;;;;;;;;;;;;;;;;;;
D;216;2266800;20;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2266800;20;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2266800;20;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2269428;21;20230807 01:14;;;4;PICNIC GLEN;SPRINGWOOD;2777;768.7;M;20230628;20230731;185000;C4;R;RESIDENCE;;SPL;;0;AT309868
C;216;2269428;21;20230807 01:14;24/249087;;;;;;;;;;;;;;;;;;
D;216;2269428;21;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2269428;21;20230807 01:14;V;;;;;;;;;;;;;;;;;;
D;216;2269428;21;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2272332;22;20230807 01:14;;;48;DALRYMPLE AVE;WENTWORTH FALLS;2782;957.5;M;20230629;20230731;1230000;C4;R;RESIDENCE;;WEN;;0;AT308697
C;216;2272332;22;20230807 01:14;3/884030;;;;;;;;;;;;;;;;;;
D;216;2272332;22;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2272332;22;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2272332;22;20230807 01:14;V;;;;;;;;;;;;;;;;;;
D;216;2272332;22;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2275408;23;20230807 01:14;;;1 A;LEE RD;WINMALEE;2777;733.5;M;20230616;20230728;835000;C4;R;RESIDENCE;;WEL;;0;AT306169
C;216;2275408;23;20230807 01:14;1/237228;;;;;;;;;;;;;;;;;;
D;216;2275408;23;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2275408;23;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;2276459;24;20230807 01:14;;;41;REID RD;WINMALEE;2777;765.1;M;20230622;20230728;783000;C4;R;RESIDENCE;;WEL;;0;AT305763
C;216;2276459;24;20230807 01:14;46/210151;;;;;;;;;;;;;;;;;;
D;216;2276459;24;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2276459;24;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;2276459;24;20230807 01:14;V;;;;;;;;;;;;;;;;;;
B;216;3864368;25;20230807 01:14;;;37 A;HAWKESBURY RD;SPRINGWOOD;2777;4047;M;20230620;20230731;400000;C4;V;VACANT LAND;;SWE;;0;AT310836
C;216;3864368;25;20230807 01:14;A/341114;;;;;;;;;;;;;;;;;;
D;216;3864368;25;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;3864368;25;20230807 01:14;P;;;;;;;;;;;;;;;;;;
D;216;3864368;25;20230807 01:14;V;;;;;;;;;;;;;;;;;;
D;216;3864368;25;20230807 01:14;V;;;;;;;;;;;;;;;;;;
Z;127;25;25;75;;;;;;;;;;;;;;;;;;;
