A;RTSALEDATA;139;20230522 01:10;VALNET;;;;;;;;;;;;;;;;;;;
B;139;3045692;7;20230522 01:10;MULBERRY HILL;21;25;MARKET ST;BREAKFAST POINT;2137;215;M;20100512;20100629;980000;;R;RESIDENCE;10;;XA;0;AF621793
C;139;3045692;7;20230522 01:10;10/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;7;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;7;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;7;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;7;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;8;20230522 01:10;MULBERRY HILL;21;25;MARKET ST;BREAKFAST POINT;2137;215;M;20040219;20040318;690000;;R;RESIDENCE;10;;XA;0;AA758748
C;139;3045692;8;20230522 01:10;10/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;8;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;8;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;8;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;9;20230522 01:10;MULBERRY HILL;21;25;MARKET ST;BREAKFAST POINT;2137;215;M;20070216;20070404;770000;;R;RESIDENCE;10;;XA;0;AD59425
C;139;3045692;9;20230522 01:10;10/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;9;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;9;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;9;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;9;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;10;20230522 01:10;MULBERRY HILL;23;25;MARKET ST;BREAKFAST POINT;2137;140;M;20020215;20040219;500000;;R;RESIDENCE;11;;;0;AA458328
C;139;3045692;10;20230522 01:10;11/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;10;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;10;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;11;20230522 01:10;MULBERRY HILL;23;25;MARKET ST;BREAKFAST POINT;2137;140;M;20210302;20210331;1225000;;R;RESIDENCE;11;;XA;0;AQ925669
C;139;3045692;11;20230522 01:10;11/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;11;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;11;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;11;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;11;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;12;20230522 01:10;MULBERRY HILL;23;25;MARKET ST;BREAKFAST POINT;2137;140;M;20070306;20070627;530000;;R;RESIDENCE;11;;XA;0;AD232585
C;139;3045692;12;20230522 01:10;11/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;12;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;12;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;12;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;13;20230522 01:10;MULBERRY HILL;23;25;MARKET ST;BREAKFAST POINT;2137;140;M;20150227;20150417;870000;;R;RESIDENCE;11;;XA;0;AJ435094
C;139;3045692;13;20230522 01:10;11/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;13;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;13;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;13;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;13;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;14;20230522 01:10;MULBERRY HILL;25;25;MARKET ST;BREAKFAST POINT;2137;157;M;20020218;20031223;520000;;R;RESIDENCE;12;;;0;AA305655
C;139;3045692;14;20230522 01:10;12/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;14;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;14;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;15;20230522 01:10;MULBERRY HILL;25;25;MARKET ST;BREAKFAST POINT;2137;157;M;20110323;20110504;649750;;R;RESIDENCE;12;;XA;0;AG220640
C;139;3045692;15;20230522 01:10;12/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;15;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;15;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;15;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;16;20230522 01:10;MULBERRY HILL;27;25;MARKET ST;BREAKFAST POINT;2137;153;M;20020215;20040205;520000;;R;RESIDENCE;13;;;0;AA410805
C;139;3045692;16;20230522 01:10;13/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;16;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;16;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;17;20230522 01:10;MULBERRY HILL;27;25;MARKET ST;BREAKFAST POINT;2137;153;M;20050218;20050406;591000;;R;RESIDENCE;13;;XA;0;AB398939
C;139;3045692;17;20230522 01:10;13/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;17;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;17;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;17;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;18;20230522 01:10;MULBERRY HILL;29;25;MARKET ST;BREAKFAST POINT;2137;141;M;20080125;20080307;595000;;R;RESIDENCE;14;;XA;0;AD874509
C;139;3045692;18;20230522 01:10;14/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;18;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;18;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;18;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;18;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;18;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;19;20230522 01:10;MULBERRY HILL;29;25;MARKET ST;BREAKFAST POINT;2137;141;M;20020807;20031219;555000;;R;RESIDENCE;14;;;0;AA324636
C;139;3045692;19;20230522 01:10;14/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;19;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;19;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;19;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;19;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;20;20230522 01:10;MULBERRY HILL;28;25;MARKET ST;BREAKFAST POINT;2137;187;M;20020527;20031222;605000;;R;RESIDENCE;15;;;0;AA314879
C;139;3045692;20;20230522 01:10;15/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;20;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;20;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;21;20230522 01:10;MULBERRY HILL;28;25;MARKET ST;BREAKFAST POINT;2137;187;M;20140929;20141124;1200000;;R;RESIDENCE;15;;XA;0;AJ86098
C;139;3045692;21;20230522 01:10;15/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;21;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;21;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;21;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;22;20230522 01:10;MULBERRY HILL;26;25;MARKET ST;BREAKFAST POINT;2137;148;M;20031231;20040130;515000;;R;RESIDENCE;16;;;0;AA434837
C;139;3045692;22;20230522 01:10;16/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;22;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;22;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;23;20230522 01:10;MULBERRY HILL;26;25;MARKET ST;BREAKFAST POINT;2137;148;M;20110331;20110429;685000;;R;RESIDENCE;16;;XA;0;AG210744
C;139;3045692;23;20230522 01:10;16/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;23;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;23;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;23;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;24;20230522 01:10;MULBERRY HILL;26;25;MARKET ST;BREAKFAST POINT;2137;148;M;20140927;20141110;920000;;R;RESIDENCE;16;;XA;0;AJ28988
C;139;3045692;24;20230522 01:10;16/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;24;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;24;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;24;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;24;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;25;20230522 01:10;MULBERRY HILL;24;25;MARKET ST;BREAKFAST POINT;2137;144;M;20020215;20040218;465000;;R;RESIDENCE;17;;;0;AA473121
C;139;3045692;25;20230522 01:10;17/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;25;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;25;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;26;20230522 01:10;MULBERRY HILL;24;25;MARKET ST;BREAKFAST POINT;2137;144;M;20090506;20090618;590000;;R;RESIDENCE;17;;XA;0;AE806122
C;139;3045692;26;20230522 01:10;17/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;26;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;26;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;27;20230522 01:10;MULBERRY HILL;22;25;MARKET ST;BREAKFAST POINT;2137;136;M;20020807;20031215;495000;;R;RESIDENCE;18;;;0;AA271349
C;139;3045692;27;20230522 01:10;18/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;27;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;27;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;28;20230522 01:10;MULBERRY HILL;22;25;MARKET ST;BREAKFAST POINT;2137;136;M;20131113;20131220;692500;;R;RESIDENCE;18;;XA;0;AI287404
C;139;3045692;28;20230522 01:10;18/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;28;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;28;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;28;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;29;20230522 01:10;MULBERRY HILL;22;25;MARKET ST;BREAKFAST POINT;2137;136;M;20150216;20150330;850000;;R;RESIDENCE;18;;XA;0;AJ412029
C;139;3045692;29;20230522 01:10;18/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;29;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;29;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;29;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;29;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;30;20230522 01:10;MULBERRY HILL;20;25;MARKET ST;BREAKFAST POINT;2137;123;M;20030829;20040107;460000;;R;RESIDENCE;19;;XA;0;AA739986
C;139;3045692;30;20230522 01:10;19/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;30;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;30;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;31;20230522 01:10;MULBERRY HILL;20;25;MARKET ST;BREAKFAST POINT;2137;123;M;20080715;20080820;545000;;R;RESIDENCE;19;;XA;0;AE173750
C;139;3045692;31;20230522 01:10;19/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;31;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;31;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;32;20230522 01:10;MULBERRY HILL;20;25;MARKET ST;BREAKFAST POINT;2137;123;M;20061219;20070122;515000;;R;RESIDENCE;19;;XA;0;AC898191
C;139;3045692;32;20230522 01:10;19/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;32;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;32;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;33;20230522 01:10;MULBERRY HILL;20;25;MARKET ST;BREAKFAST POINT;2137;123;M;20130306;20130410;600000;;R;RESIDENCE;19;;XA;0;AH654759
C;139;3045692;33;20230522 01:10;19/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;33;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;33;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;34;20230522 01:10;MULBERRY HILL;20;25;MARKET ST;BREAKFAST POINT;2137;123;M;20131017;20131220;765000;;R;RESIDENCE;19;;XA;0;AI282905
C;139;3045692;34;20230522 01:10;19/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;34;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;34;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;35;20230522 01:10;MULBERRY HILL;20;25;MARKET ST;BREAKFAST POINT;2137;123;M;20141016;20141119;830000;;R;RESIDENCE;19;;XA;0;AJ65294
C;139;3045692;35;20230522 01:10;19/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;35;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;35;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;36;20230522 01:10;MULBERRY HILL;13;25;MARKET ST;BREAKFAST POINT;2137;175;M;20020405;20031215;520000;;R;RESIDENCE;2;;;0;AA312806
C;139;3045692;36;20230522 01:10;2/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;36;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;36;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;36;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;37;20230522 01:10;MULBERRY HILL;13;25;MARKET ST;BREAKFAST POINT;2137;175;M;20090130;20090316;540000;;R;RESIDENCE;2;;XA;0;AE692380
C;139;3045692;37;20230522 01:10;2/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;37;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;37;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;37;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;38;20230522 01:10;MULBERRY HILL;31;25;MARKET ST;BREAKFAST POINT;2137;299;M;20030821;20031222;835000;;R;RESIDENCE;20;;;0;AA321270
C;139;3045692;38;20230522 01:10;20/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;38;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;38;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;38;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;38;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;39;20230522 01:10;MULBERRY HILL;31;25;MARKET ST;BREAKFAST POINT;2137;299;M;20110318;20110610;982500;;R;RESIDENCE;20;;XA;0;AG305304
C;139;3045692;39;20230522 01:10;20/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;39;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;39;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;39;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;39;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;39;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;40;20230522 01:10;MULBERRY HILL;33;25;MARKET ST;BREAKFAST POINT;2137;178;M;20031128;20031219;540000;;R;RESIDENCE;21;;;0;AA379841
C;139;3045692;40;20230522 01:10;21/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;40;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;40;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;41;20230522 01:10;MULBERRY HILL;33;25;MARKET ST;BREAKFAST POINT;2137;178;M;20100302;20100413;650000;;R;RESIDENCE;21;;XA;0;AF509511
C;139;3045692;41;20230522 01:10;21/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;41;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;41;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;41;20230522 01:10;V;;;;;;;;;;;;;;;;;;
D;139;3045692;41;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;42;20230522 01:10;MULBERRY HILL;33;25;MARKET ST;BREAKFAST POINT;2137;178;M;20061031;20061212;580000;;R;RESIDENCE;21;;XA;0;AC852962
C;139;3045692;42;20230522 01:10;21/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;42;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;42;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;42;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;43;20230522 01:10;MULBERRY HILL;35;25;MARKET ST;BREAKFAST POINT;2137;395;M;20031224;20040204;820000;;R;RESIDENCE;22;;;0;AA592476
C;139;3045692;43;20230522 01:10;22/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;43;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;43;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;43;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;44;20230522 01:10;MULBERRY HILL;38;25;MARKET ST;BREAKFAST POINT;2137;367;M;20040331;20040429;685000;;R;RESIDENCE;23;;XA;0;AA659003
C;139;3045692;44;20230522 01:10;23/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;44;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;44;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;45;20230522 01:10;MULBERRY HILL;36;25;MARKET ST;BREAKFAST POINT;2137;152;M;20020212;20031217;510000;;R;RESIDENCE;24;;;0;AA294044
C;139;3045692;45;20230522 01:10;24/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;45;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;45;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;46;20230522 01:10;MULBERRY HILL;36;25;MARKET ST;BREAKFAST POINT;2137;152;M;20161019;20161223;1040000;;R;RESIDENCE;24;;XA;0;AM231618
C;139;3045692;46;20230522 01:10;24/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;46;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;46;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;46;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;46;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;46;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;47;20230522 01:10;MULBERRY HILL;41;25;MARKET ST;BREAKFAST POINT;2137;194;M;20060406;20060530;764000;;R;RESIDENCE;25;;XA;0;AC399585
C;139;3045692;47;20230522 01:10;25/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;47;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;47;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;47;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;48;20230522 01:10;MULBERRY HILL;41;25;MARKET ST;BREAKFAST POINT;2137;194;M;20020319;20031215;765000;;R;RESIDENCE;25;;;0;AA263246
C;139;3045692;48;20230522 01:10;25/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;48;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;48;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;49;20230522 01:10;MULBERRY HILL;43;25;MARKET ST;BREAKFAST POINT;2137;170;M;20030206;20031215;660000;;R;RESIDENCE;26;;;0;AA346012
C;139;3045692;49;20230522 01:10;26/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;49;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;49;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;50;20230522 01:10;MULBERRY HILL;43;25;MARKET ST;BREAKFAST POINT;2137;170;M;20210210;20210531;1250100;;R;RESIDENCE;26;;XA;0;AR96889
C;139;3045692;50;20230522 01:10;26/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;50;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;50;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;50;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;51;20230522 01:10;MULBERRY HILL;43;25;MARKET ST;BREAKFAST POINT;2137;170;M;20120616;20120720;675000;;R;RESIDENCE;26;;XA;0;AH127444
C;139;3045692;51;20230522 01:10;26/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;51;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;51;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;52;20230522 01:10;MULBERRY HILL;45;25;MARKET ST;BREAKFAST POINT;2137;191;M;20100524;20100705;1000000;;R;RESIDENCE;27;;XA;0;AF610790
C;139;3045692;52;20230522 01:10;27/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;52;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;52;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;52;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;53;20230522 01:10;MULBERRY HILL;45;25;MARKET ST;BREAKFAST POINT;2137;191;M;20020305;20031218;730000;;R;RESIDENCE;27;;;0;AA322290
C;139;3045692;53;20230522 01:10;27/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;53;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;53;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;54;20230522 01:10;MULBERRY HILL;48;25;MARKET ST;BREAKFAST POINT;2137;167;M;20031224;20040227;585000;;R;RESIDENCE;28;;;0;AA471278
C;139;3045692;54;20230522 01:10;28/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;54;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;54;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;55;20230522 01:10;MULBERRY HILL;48;25;MARKET ST;BREAKFAST POINT;2137;167;M;20101210;20110124;740000;;R;RESIDENCE;28;;XA;0;AG65752
C;139;3045692;55;20230522 01:10;28/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;55;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;55;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;55;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;56;20230522 01:10;MULBERRY HILL;48;25;MARKET ST;BREAKFAST POINT;2137;167;M;20050523;20050629;885000;;R;RESIDENCE;28;;XA;0;AB588120
C;139;3045692;56;20230522 01:10;28/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;56;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;56;20230522 01:10;V;;;;;;;;;;;;;;;;;;
B;139;3045692;57;20230522 01:10;MULBERRY HILL;46;25;MARKET ST;BREAKFAST POINT;2137;154;M;20021016;20031216;570000;;R;RESIDENCE;29;;;0;AA338532
C;139;3045692;57;20230522 01:10;29/SP71690;;;;;;;;;;;;;;;;;;
D;139;3045692;57;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;57;20230522 01:10;P;;;;;;;;;;;;;;;;;;
D;139;3045692;57;20230522 01:10;V;;;;;;;;;;;;;;;;;;
